s_date,s_odo,s_fuel,e_date,e_odo,e_fuel,s_lng,s_lat,e_lng,e_lat,s_gps_odo,e_gps_odo,idle_time,max_rpm,s20,s30,s40,s50,s60,s70,s80,s90,s100,s110,s120,s130,s140,s150,s_can_batt_level,e_can_batt_level,reg_dt,unique_dt,complete_yn,gps_odo_yn
2022-06-28,32876068,430.43,2022-06-28,32875802,430.43,139.6875458,35.12404251,138.7917175,34.56053162,23425269.87,23401890,0,910.91,0,0,3.003,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-28,2022-06-28,1,0
2022-06-29,32941516,430.43,2022-06-29,32940730,430.43,139.613739,35.64530563,139.8453369,35.69281387,23466858,23466720,0,1875.874,0,0,3.003,5.005,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-29,2022-06-29,1,0
2022-06-28,32912880,430.43,2022-06-28,32880106,430.43,139.6380615,35.59052277,139.5930786,35.39188385,23429273.87,23405834,0,5.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-28,2022-06-28,1,0
2022-07-05,33073040,430.43,2022-07-05,33041080,430.43,139.5855255,35.64964294,139.5386353,35.50242233,23565990,23566780,0,621.8746338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-06-29,32945718,430.43,2022-06-29,32978946,430.43,140.4590454,35.74687958,139.6316376,35.75240707,23495339.87,23495339.87,0,-198.3432617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-29,2022-06-29,1,0
2022-07-05,33073040,430.43,2022-07-05,33039978,430.43,139.4081116,35.59283447,139.8381042,35.61096191,23589433.87,23565718,0,20.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-07-05,33040138,430.43,2022-07-05,33073040,430.43,139.7637634,35.44714355,139.712204,35.38378525,23589433.87,23589433.87,0,1780.322388,3.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-06-28,32880922,430.43,2022-06-28,32913881,430.43,140.0435944,35.58879089,139.4060974,35.28415298,23430274.87,23430274.87,0,864.864,0,0,3.003,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-28,2022-06-28,1,0
2022-06-29,32978946,430.43,2022-06-29,32946802,430.43,140.0814209,35.33727264,139.4816132,35.70031357,23471818,23495339.87,4.004,1548.407715,0,0,11.011,9.009,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-29,2022-06-29,1,0
2022-07-05,33046300,430.43,2022-07-05,33079046,430.43,138.8806,35.66228485,139.5820923,35.6030159,23595439.87,23595439.87,0,5.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-07-05,33079046,430.43,2022-07-05,33079046,430.43,139.8604584,35.61515427,139.6842957,35.62971878,23595439.87,23595439.87,0,1880.66748,0,0,0,7.007,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-07-05,33044944,430.43,2022-07-05,33046274,430.43,139.3979797,35.57424927,139.84758,35.71434402,23570850,23595439.87,0,789.789,0,0,2.002,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-06-17,32385018,430.43,2022-06-17,32417385,430.43,139.5189056,35.58794022,138.448822,35.67499924,22910886,22910942,0,688.4115601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-17,2022-06-17,1,0
2022-06-29,32977945,430.43,2022-06-29,32946020,430.43,139.7397461,35.66203308,139.5190277,35.05018616,23470714,23471862,6.006,4129.413086,0,0,5.005,6.006,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-29,2022-06-29,1,0
2022-06-28,32908876,430.43,2022-06-28,32876890,430.43,139.1502228,36.22793961,139.406662,35.45295334,23401862,23403090,0,1842.223267,0,0,0,3.003,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-28,2022-06-28,1,0
2022-06-28,32912880,430.43,2022-06-28,32912880,430.43,139.6285858,35.52646637,139.5784302,35.34994125,23429273.87,23429273.87,0,1270.317383,0,3.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-28,2022-06-28,1,0
2022-06-29,32940952,430.43,2022-06-29,32941982,430.43,139.6304169,35.63353729,140.2837982,35.71714401,23466826,23467842,0,1474.51001,0,0,0,17.017,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-29,2022-06-29,1,0
2022-07-05,33039736,430.43,2022-07-05,33073040,430.43,139.6255493,33.7326622,139.5957336,35.57714844,23565830,23589433.87,0,944.3887939,0,1.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-07-05,33040922,430.43,2022-07-05,33043088,430.43,139.1035614,35.75128937,139.871582,35.84276581,23567070,23567966,0,1723.722,0,0,0,0,23.023,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-07-05,33045244,430.43,2022-07-05,33045032,430.43,139.3194122,35.62049103,139.7692566,35.47595215,23594438.87,23570848,0,1160.934204,4.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-06-29,32947342,430.43,2022-06-29,32979947,430.43,139.6984558,35.36336517,139.7833557,35.54841614,23496340.87,23472904,0,306.3475342,0,13.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-29,2022-06-29,1,0
2022-06-28,32879882,430.43,2022-06-28,32912880,430.43,139.886795,35.57619858,139.5106659,35.66057205,23405854,23429273.87,0,1185.598267,0,4.004,0,4.004,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-28,2022-06-28,1,0
2022-07-05,33045928,430.43,2022-07-05,33080047,430.43,139.5997162,35.80767822,139.2250519,35.67372894,23571906,23571884,0,1201.2,0,0,0,6.006,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-07-05,33078045,430.43,2022-07-05,33078045,430.43,138.8539429,35.43356323,139.4016876,35.52577591,23570936,23594438.87,0,1097.735107,0,0,4.004,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-06-29,32944954,430.43,2022-06-29,32945018,430.43,139.7587128,35.75715637,139.3947906,35.56858444,23494338.87,23470932,0,960.96,0,0,9.009,11.011,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-29,2022-06-29,1,0
2022-06-28,32911879,430.43,2022-06-28,32879952,430.43,139.6691742,36.02544022,139.1983032,35.49777603,23428272.87,23405920,0,971.971,0,0,3.003,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-28,2022-06-28,1,0
2022-06-17,32384208,430.43,2022-06-17,32385284,430.43,139.5998077,35.96035385,139.4390106,35.5774498,22909870,22909798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-17,2022-06-17,1,0
2022-06-28,32913881,430.43,2022-06-28,32913881,430.43,139.7427063,35.46767044,139.7355042,35.6416626,23430274.87,23430274.87,8.008,1835.834,8.008,4.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-28,2022-06-28,1,0
2022-06-28,32880880,430.43,2022-06-28,32881980,430.43,139.8825531,35.75351715,139.5292664,35.46918106,23430274.87,23407884,0,1820.819,0,0,0,17.017,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-28,2022-06-28,1,0
2022-06-28,32877150,430.43,2022-06-28,32876566,430.43,139.9343414,36.23528671,138.4785919,36.67464066,23402830,23426270.87,0,253.5547638,0,0,0,4.004,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-28,2022-06-28,1,0
2022-07-05,33080047,430.43,2022-07-05,33080047,430.43,139.6982727,35.6264534,139.563385,35.73293686,23596440.87,23596440.87,0,4.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-06-29,32947086,430.43,2022-06-29,32979947,430.43,139.7079315,35.64772415,139.9335175,35.65528488,23496340.87,23496340.87,0,1910.909,0,5.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-29,2022-06-29,1,0
2022-07-05,33046768,430.43,2022-07-05,33046470,430.43,139.6669617,35.59623337,139.5876312,35.63246155,23573378,23572970,0,1856.988525,0,-145.833313,14.014,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-06-29,32979947,430.43,2022-06-29,32947192,430.43,139.6819611,35.70661545,139.7057343,35.64547729,23473088,23472850,0,466.5758057,1.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-29,2022-06-29,1,0
2022-06-28,32913881,430.43,2022-06-28,32880998,430.43,139.6152954,35.47159576,139.8896637,35.80070496,23406842,23406850,0,4.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-28,2022-06-28,1,0
2022-07-05,33044076,430.43,2022-07-05,33045176,430.43,139.8661499,35.56995392,139.6275482,35.57305908,23569928,23570906,0,77.13027954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-06-28,32911879,430.43,2022-06-28,32879036,430.43,140.0105286,35.6218338,139.689682,35.55427933,23428272.87,23404774,0,542.7301025,0,3.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-28,2022-06-28,1,0
2022-06-17,32383938,430.43,2022-06-17,32384058,430.43,139.2666473,36.06373596,139.8956604,35.34951401,22909818,22932777.87,0,1046.045,0,0,1.001,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-17,2022-06-17,1,0
2022-06-29,32945662,430.43,2022-06-29,32977945,430.43,134.8193512,36.19594193,139.6177063,35.58778763,23470870,23470838,0,984.1622314,0,2.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-29,2022-06-29,1,0
2022-06-29,32942372,430.43,2022-06-29,32942614,430.43,137.8277283,35.71827698,138.6436615,35.61497116,23467870,23467798,0,4.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-29,2022-06-29,1,0
2022-06-28,32876980,430.43,2022-06-28,32877930,430.43,139.9449921,36.03259277,139.6499634,35.39455795,23402840,23402746,3.003,1345.344,0,0,17.017,0,21.021,0,0,0,0,0,0,0,0,0,0,0,2022-06-28,2022-06-28,1,0
2022-06-17,32382598,430.43,2022-06-17,32384020,430.43,139.6058655,31.54562759,138.6879578,27.7471714,22908780,22909884,0,1264.263,0,0,3.003,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-17,2022-06-17,1,0
2022-07-05,33039020,430.43,2022-07-05,33040166,430.43,133.0764771,36.1350174,139.6287231,35.73971558,23564860,23565876,0,1849.996948,0,3.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-06-29,32944774,430.43,2022-06-29,32945326,430.43,140.2779388,35.57761002,138.6200256,31.73483467,23469988,23469844,0,1121.549805,0,0,4.004,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-29,2022-06-29,1,0
2022-06-28,32879176,430.43,2022-06-28,32911879,430.43,140.2580719,35.67573166,142.2207489,33.94404221,23428272.87,23428272.87,0,730.5291138,0,0,3.003,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-28,2022-06-28,1,0
2022-07-05,33038900,430.43,2022-07-05,33038982,430.43,140.0919037,35.65283585,139.2507935,35.42026901,23564896,23564942,0,933.933,0,1.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-07-05,33043910,430.43,2022-07-05,33043670,430.43,139.3552704,35.16796494,139.3147125,35.81829453,23593437.87,23569818,0,1091.650879,0,0,3.003,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-06-17,32382966,430.43,2022-06-17,32383024,430.43,139.9260559,35.64626312,140.0345154,36.03102112,22908836,22908824,19.019,1799.798,7.007,0,14.014,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-17,2022-06-17,1,0
2022-06-29,32943834,430.43,2022-06-29,32943992,430.43,140.3245392,35.25400162,139.8374786,36.19552612,23493337.87,23493337.87,0,2190.260986,0,9.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-29,2022-06-29,1,0
2022-06-28,32911879,430.43,2022-06-28,32911879,430.43,141.2020111,35.52762604,139.7022705,35.18386078,23428272.87,23428272.87,0,819.4952393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-28,2022-06-28,1,0
2022-06-29,32976944,430.43,2022-06-29,32976944,430.43,141.3137207,35.5535965,140.3227386,35.99642181,23469858,23493337.87,0,915.915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-29,2022-06-29,1,0
2022-06-17,32381982,430.43,2022-06-17,32382886,430.43,142.4377747,36.42272949,139.8973541,35.61570358,22907890,22908768,0,3.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-17,2022-06-17,1,0
2022-07-05,33037950,430.43,2022-07-05,33039066,430.43,139.5574493,38.69698715,140.9796295,35.62202072,23563934,23564640,0,890.2077026,0,0,0,2.002,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-06-28,32879070,430.43,2022-06-28,32911879,430.43,139.5423737,35.49264526,139.7042542,35.59178925,23404846,23428272.87,0,952.2105713,4.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-28,2022-06-28,1,0
2022-06-17,32412380,430.43,2022-06-17,32380176,430.43,141.1760864,35.93996811,139.5145874,35.82507324,22905840,22905864,4.004,1584.625488,0,0,7.007,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-17,2022-06-17,1,0
2022-07-05,33043876,430.43,2022-07-05,33076043,430.43,141.5714264,33.98748398,140.5623169,35.60713577,23568836,23568972,0,3.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-06-17,32379650,430.43,2022-06-17,32412380,430.43,137.116394,35.69036484,142.0059052,35.78042603,22928773.87,22928773.87,-3.003,1385.384,4.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-17,2022-06-17,1,0
2022-07-05,33071038,430.43,2022-07-05,33038212,430.43,139.5159149,35.02603531,139.8616028,34.30602264,23587431.87,23563850,0,4.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-06-28,32910878,430.43,2022-06-28,32878930,430.43,139.6492004,35.59540939,139.5794373,35.47709656,23403872,23404760,0,1746.621582,3.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-28,2022-06-28,1,0
2022-06-28,32910878,430.43,2022-06-28,32910878,430.43,139.6437988,35.57829666,139.9622192,35.54873657,23427271.87,23427271.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-28,2022-06-28,1,0
2022-07-05,33077044,430.43,2022-07-05,33077044,430.43,139.4984283,35.61151505,138.9447327,35.50074005,23593437.87,23593437.87,0,775.1769409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-06-29,32975943,430.43,2022-06-29,32944004,430.43,139.9864197,35.46866226,139.5742493,34.20737076,23468788,23470046,0,1425.095947,0,2.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-29,2022-06-29,1,0
2022-06-17,32412380,430.43,2022-06-17,32412380,430.43,139.7785492,35.71840668,139.8415375,35.65177155,22928773.87,22928773.87,0,1337.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-17,2022-06-17,1,0
2022-07-05,33037926,430.43,2022-07-05,33071038,430.43,139.4103851,36.04462051,139.4854126,35.71049881,23587431.87,23587431.87,0,230.2554169,0,0,0,2.002,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-07-05,33071038,430.43,2022-07-05,33071038,430.43,141.3504944,31.35337639,139.6121826,39.53773499,23563768,23587431.87,0,1573.379761,0,1.001,12.012,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-06-28,32910878,430.43,2022-06-28,32910878,430.43,139.5625,35.64067078,139.0590973,35.76976013,23427271.87,23427271.87,0,-21.88957214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-28,2022-06-28,1,0
2022-07-05,33070037,430.43,2022-07-05,33038048,430.43,139.5966492,35.6575737,139.3421021,35.39247131,23562938,23563982,0,1689.688,2.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-06-17,32379158,430.43,2022-06-17,32379942,430.43,139.3478241,35.53766251,139.7275238,35.60642242,22927772.87,22905860,0,5.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-17,2022-06-17,1,0
2022-07-05,33077044,430.43,2022-07-05,33077044,430.43,139.5139465,35.25500107,139.6060028,35.61549377,23569838,23569892,0,4.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-07-05,33036984,430.43,2022-07-05,33037060,430.43,139.9680328,35.25022125,140.3433533,35.64326096,23586430.87,23562808,0,967.3805542,1.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-07-05,33070037,430.43,2022-07-05,33070037,430.43,139.83815,35.99544907,139.9768524,36.44919586,23586430.87,23586430.87,0,1164.251587,0,2.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-07-05,33037204,430.43,2022-07-05,33070037,430.43,138.8774567,35.47111511,139.7154388,35.6829834,23562876,23586430.87,0,946.946,2.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-07-05,33032132,430.43,2022-07-05,33032978,430.43,139.4356537,35.7622261,139.6157684,35.43671417,23557866,23558884,0,2444.304688,0,0,0,22.022,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-07-05,33065032,430.43,2022-07-05,33032278,430.43,139.9364777,35.69453812,139.4943542,35.64764023,23581425.87,23557876,0,478.3908386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-07-05,33065032,430.43,2022-07-05,33065032,430.43,139.7894287,35.52812958,139.5860596,35.6723671,23581425.87,23581425.87,0,3.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-07-05,33031930,430.43,2022-07-05,33065032,430.43,139.9171143,35.68795395,139.6059875,35.7346077,23581425.87,23581425.87,0,1482.481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-07-05,33066033,430.43,2022-07-05,33066033,430.43,139.4926605,35.68528748,139.5930481,36.07132721,23558838,23582426.87,0,1818.616333,3.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-07-05,33065032,430.43,2022-07-05,33065032,430.43,139.3557892,35.72742844,139.5370636,35.45415497,23557904,23581425.87,0,1088.763184,0,0,3.003,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-07-05,33066033,430.43,2022-07-05,33066033,430.43,137.8971558,35.71038055,139.2940979,35.71258545,23582426.87,23582426.87,0,1620.970581,7.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-07-05,33076043,430.43,2022-07-05,33043484,430.43,139.5569763,35.68881226,139.2281036,35.65937424,23592436.87,23592436.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-06-29,32942822,430.43,2022-06-29,32975943,430.43,139.6009521,36.05306244,139.394043,35.72239304,23492336.87,23468896,0,975.975,0,0,3.003,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-29,2022-06-29,1,0
2022-07-05,33032834,430.43,2022-07-05,33066033,430.43,139.9104919,35.67211533,139.6372375,35.78062439,23582426.87,23582426.87,0,381.9942932,0,4.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-06-29,32975943,430.43,2022-06-29,32975943,430.43,139.5518646,32.16283035,139.6749878,35.01526642,23492336.87,23492336.87,0,-2.928337812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-29,2022-06-29,1,0
2022-07-05,33031342,430.43,2022-07-05,33031874,430.43,139.510437,35.64366531,139.5771332,35.65205002,23556682,23557844,3.003,2003.578613,3.003,5.005,3.003,8.008,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-07-05,33063030,430.43,2022-07-05,33063030,430.43,139.5768585,35.68533325,139.6503906,35.80241776,23555860,23579423.87,0,8.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-07-05,33032864,430.43,2022-07-05,33032970,430.43,139.5838165,35.65491486,139.6433258,35.67940521,23582426.87,23558782,0,-424.4470215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-07-05,33031350,430.43,2022-07-05,33031062,430.43,139.5985107,35.59641647,139.4761353,35.83624268,23556866,23556770,0,-104.118248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-07-05,33076043,430.43,2022-07-05,33076043,430.43,139.6410065,35.34074402,139.6627655,34.24827576,23592436.87,23592436.87,0,9.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-06-28,32877924,430.43,2022-06-28,32910878,430.43,139.5992126,35.57098389,139.2423401,35.3424263,23427271.87,23427271.87,0,539.7877197,18.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-28,2022-06-28,1,0
2022-06-17,32411379,430.43,2022-06-17,32379074,430.43,139.5551147,35.66189957,139.6412811,35.626194,22927772.87,22904882,0,1051.834595,0,3.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-17,2022-06-17,1,0
2022-07-05,33066033,430.43,2022-07-05,33034522,430.43,139.1378021,35.61422348,139.5914764,35.55278015,23558918,23559862,0,390.8302002,6.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-07-05,33042990,430.43,2022-07-05,33043046,430.43,139.4331512,35.38307953,139.4524689,35.82585907,23568828,23568876,0,1093.092,0,2.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-06-28,32877766,430.43,2022-06-28,32878212,430.43,139.577652,35.8789711,139.5163116,35.55555344,23403936,23403946,0,1185.998779,0,5.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-28,2022-06-28,1,0
2022-06-29,32942800,430.43,2022-06-29,32943092,430.43,139.6922455,36.17690659,139.6381989,35.5680275,23468872,23469160,0,5.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-29,2022-06-29,1,0
2022-07-05,33033724,430.43,2022-07-05,33067034,430.43,139.2275696,36.2939949,139.1027222,35.77598572,23559872,23583427.87,0,732.4006958,4.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-07-05,33067034,430.43,2022-07-05,33033780,430.43,139.6376495,35.61287308,139.8934631,35.67790604,23583427.87,23559828,0,924.3108521,0,3.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-07-05,33035910,430.43,2022-07-05,33036980,430.43,139.5234222,35.77865219,138.9494171,35.30890656,23561870,23562802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-07-05,33030050,430.43,2022-07-05,33029946,430.43,140.4829102,34.42560196,139.8174896,35.48736572,23579423.87,23555920,0,16.49560356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-07-05,33035652,430.43,2022-07-05,33035854,430.43,139.5056305,34.5698204,139.530365,35.60594559,23561854,23561804,0,727.9593506,0,3.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-06-17,32380346,430.43,2022-06-17,32380568,430.43,139.5102844,38.43282318,139.5573883,36.23270416,22905842,22906874,0,1009.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-17,2022-06-17,1,0
2022-07-05,33030140,430.43,2022-07-05,33031016,430.43,139.5372467,35.69420624,139.6724548,35.69298172,23555878,23556880,0,4.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-07-05,33034588,430.43,2022-07-05,33035030,430.43,139.6907806,35.6125412,140.0200653,35.13527298,23559814,23560952,-4.004,1801.990479,4.004,0,0,23.023,10.01,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-06-17,32411379,430.43,2022-06-17,32411379,430.43,139.1623077,35.09701538,139.5726166,36.80437088,22927772.87,22927772.87,0,4.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-17,2022-06-17,1,0
2022-07-05,33034886,430.43,2022-07-05,33035934,430.43,139.6111603,36.60473251,139.3963013,35.648983,23560870,23561822,0,4.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-06-17,32378970,430.43,2022-06-17,32411379,430.43,139.6783447,36.53772354,137.8432617,36.08977127,22927772.87,22927772.87,0,-1174.997437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-17,2022-06-17,1,0
2022-06-17,32414382,430.43,2022-06-17,32382030,430.43,139.633255,33.25834656,139.1820831,35.68239212,22930775.87,22907838,0,910.678772,0,0,2.002,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-17,2022-06-17,1,0
2022-07-05,33068035,430.43,2022-07-05,33068035,430.43,138.769989,35.78728485,139.4372559,36.17104721,23584428.87,23584428.87,0,4.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-07-05,33035206,430.43,2022-07-05,33068035,430.43,139.2458038,35.66837692,139.9129639,36.36010742,23584428.87,23584428.87,0,5.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-07-05,33068035,430.43,2022-07-05,33034700,430.43,139.5236969,35.30509186,139.5559845,35.8067131,23560862,23561010,0,1829.828,6.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-05,2022-07-05,1,0
2022-06-17,32380698,430.43,2022-06-17,32413381,430.43,139.6469421,35.45747757,139.8643494,35.13660812,22906870,22929774.87,0,20.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-17,2022-06-17,1,0
2022-06-17,32414382,430.43,2022-06-17,32414382,430.43,139.7355499,36.13592148,139.6169891,38.10311508,22930775.87,22930775.87,0,1029.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-17,2022-06-17,1,0
2022-06-17,32411379,430.43,2022-06-17,32411379,430.43,140.4326477,35.7128334,139.5805969,34.61246872,22927772.87,22927772.87,0,197.2790833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-17,2022-06-17,1,0
